ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Skill Moves,Position,Joined,Height,Weight,release_c,Age_Group
219809,t. bakayoko,23,france,80,85,milan,17000.0,85,right,2.0,3.0,lcm,2016,6.166666667,187.0,4585.060806,20-30
219900,j. dall'oglio,26,italy,65,66,brescia,625.0,1,right,1.0,3.0,lcm,2015,6.0,170.0,1000.0,20-30
219911,t. hlatshwayo,28,south africa,74,75,,,0,right,1.0,2.0,lcb,2016,6.166666667,194.0,4585.060806,20-30
219985,m. vecino,26,uruguay,80,81,inter,14500.0,63,right,2.0,4.0,lm,2017,6.166666667,179.0,25700.0,20-30
219998,j. mauri,22,italy,72,79,milan,4300.0,43,right,1.0,3.0,cm,2015,5.583333333,143.0,8200.0,20-30
220019,m. harness,22,england,58,62,burton albion,170.0,1,right,1.0,3.0,rm,2013,6.0,154.0,310.0,20-30
220048,s. scuffet,22,italy,72,82,udinese,3800.0,11,right,2.0,1.0,gk,2013,6.25,172.0,7700.0,20-30
220051,m. miloš,25,croatia,69,72,cd aves,1100.0,5,right,1.0,3.0,rb,2018,5.75,154.0,2400.0,20-30
220058,d. phillips,23,england,66,75,charlton athletic,750.0,3,right,1.0,1.0,gk,2013,6.166666667,168.0,1500.0,20-30
220093,h. hateboer,24,netherlands,75,80,atalanta,9000.0,22,right,1.0,3.0,rm,2017,6.166666667,163.0,16000.0,20-30
220127,joão silva,28,portugal,67,67,cd feirense,800.0,5,right,1.0,2.0,st,2017,6.166666667,174.0,1700.0,20-30
220165,j. pohjanpalo,23,finland,72,77,bayer 04 leverkusen,4200.0,35,right,1.0,3.0,st,2014,6.0,192.0,7500.0,20-30
220190,cristian arco,23,spain,55,61,cádiz cf,90.0,1,right,1.0,1.0,gk,2018,5.916666667,165.0,162.0,20-30
220205,m. milec,26,slovenia,66,67,,,0,right,1.0,2.0,rb,2016,5.75,152.0,4585.060806,20-30
220246,b. mkhwanazi,28,south africa,69,70,,,0,right,1.0,2.0,rcb,2016,6.0,165.0,4585.060806,20-30
220253,munir,22,spain,77,83,fc barcelona,12500.0,115,left,2.0,4.0,st,2015,5.75,152.0,28100.0,20-30
220348,isaac carcelén,25,spain,66,70,cf rayo majadahonda,675.0,2,right,1.0,2.0,rm,2018,5.833333333,165.0,1100.0,20-30
220440,c. lenglet,23,france,82,88,fc barcelona,26000.0,135,left,1.0,2.0,lcb,2018,6.083333333,179.0,58500.0,20-30
220477,m. caldara,24,italy,80,86,milan,17500.0,73,right,2.0,2.0,cb,2018,6.166666667,176.0,33300.0,20-30
220493,a. barreca,23,italy,75,80,as monaco,7500.0,42,left,1.0,3.0,lb,2018,5.916666667,154.0,14800.0,20-30
220540,d. bejarano,24,bolivia,63,66,,,0,left,1.0,2.0,rm,2016,6.0,163.0,4585.060806,20-30
220542,r. quiñonez,26,bolivia,64,67,,,0,right,1.0,1.0,gk,2016,6.0,176.0,4585.060806,20-30
220605,j. rodríguez,22,colombia,66,76,cd tenerife,1000.0,3,right,1.0,3.0,st,2014,5.833333333,157.0,1900.0,20-30
220659,j. brownhill,22,england,71,79,bristol city,3400.0,23,right,1.0,3.0,rcm,2016,5.833333333,152.0,7200.0,20-30
220665,g. wüthrich,23,switzerland,65,72,bsc young boys,650.0,4,right,1.0,2.0,cb,2013,6.333333333,194.0,1100.0,20-30
220677,j. morrell,21,wales,62,71,bristol city,475.0,5,right,1.0,3.0,cm,2014,5.5,141.0,998.0,20-30
220807,m. o'leary,21,england,61,72,bristol city,350.0,3,right,1.0,1.0,gk,2013,6.083333333,172.0,735.0,20-30
220829,e. torregrossa,26,italy,69,71,brescia,1300.0,3,left,1.0,3.0,rs,2014,6.0,176.0,2100.0,20-30
220834,marco asensio,22,spain,85,92,real madrid,54000.0,215,left,3.0,4.0,rw,2015,6.0,168.0,121500.0,20-30
220889,guille donoso,22,spain,68,76,cd lugo,1300.0,4,right,1.0,3.0,rm,2017,5.666666667,143.0,2400.0,20-30
220905,j. aholou,24,ivory coast,76,83,as monaco,9500.0,44,left,1.0,3.0,ldm,2018,6.166666667,163.0,20000.0,20-30
220969,n. eliasson,22,sweden,69,78,bristol city,1600.0,17,left,1.0,3.0,rm,2017,5.833333333,159.0,3400.0,20-30
220971,n. keïta,23,guinea,83,88,liverpool,34000.0,120,right,2.0,4.0,cm,2018,5.666666667,141.0,67200.0,20-30
221095,dani romera,22,spain,67,75,cádiz cf,1100.0,4,right,1.0,3.0,st,2017,5.666666667,152.0,2000.0,20-30
221144,alain oyarzun,24,spain,68,71,cd numancia,1100.0,4,left,1.0,3.0,lw,2018,5.833333333,157.0,1900.0,20-30
221201,t. leibold,24,germany,73,76,1. fc nürnberg,4200.0,15,left,1.0,3.0,lb,2015,5.75,159.0,7800.0,20-30
221286,ricardo vaz,23,portugal,66,71,cf reus deportiu,850.0,2,right,1.0,3.0,lm,2015,5.666666667,150.0,1400.0,20-30
221322,e. o'connell,22,republic of ireland,65,71,bury,625.0,3,right,1.0,2.0,cb,2017,6.083333333,176.0,1200.0,20-30
221332,g. guerrieri,22,italy,61,68,lazio,260.0,4,right,1.0,1.0,gk,2015,6.0,172.0,494.0,20-30
221422,s. ingason,24,iceland,73,78,,,0,right,1.0,2.0,cb,2016,6.166666667,165.0,4585.060806,20-30
221452,nano,23,spain,70,76,cd tenerife,2500.0,12,right,1.0,3.0,st,2016,5.666666667,170.0,4585.060806,20-30
221464,i. ibañez,21,chile,55,63,cd everton de viña del mar,110.0,1,right,1.0,2.0,rb,2018,5.833333333,161.0,171.0,20-30
221482,k. hidalgo,22,chile,66,71,cd huachipato,725.0,1,right,1.0,2.0,cb,2014,5.833333333,161.0,1000.0,20-30
221489,j. flores,21,chile,63,73,cd antofagasta,600.0,1,right,1.0,2.0,lw,2016,5.5,132.0,4585.060806,20-30
221491,n. elvedi,21,switzerland,77,84,borussia mönchengladbach,11000.0,19,right,2.0,3.0,rcb,2015,6.166666667,172.0,20900.0,20-30
221539,carrillo,24,spain,68,75,cádiz cf,1300.0,4,right,1.0,2.0,st,2017,6.25,176.0,2300.0,20-30
221562,m. mbaye,22,senegal,65,73,carpi,775.0,4,right,1.0,3.0,lcm,2016,6.083333333,176.0,4585.060806,20-30
221588,a. mondal,28,india,57,57,,,0,right,1.0,2.0,cb,2016,5.833333333,154.0,4585.060806,20-30
221601,carlos abad,23,spain,67,77,córdoba cf,950.0,2,right,1.0,1.0,gk,2016,6.333333333,194.0,4585.060806,20-30
221610,d. dibusz,27,hungary,72,73,,,0,right,1.0,1.0,gk,2016,6.166666667,179.0,4585.060806,20-30
221639,mariano,24,dominican republic,80,85,real madrid,20000.0,140,right,1.0,3.0,st,2018,5.916666667,168.0,42500.0,20-30
221660,v. lindelöf,23,sweden,79,85,manchester united,14500.0,91,right,2.0,3.0,cb,2017,6.166666667,176.0,29700.0,20-30
221661,g. vadalá,21,argentina,66,76,cd universidad de concepción,1000.0,5,right,1.0,3.0,cam,2016,5.5,143.0,4585.060806,20-30
221908,l. morgan,21,scotland,66,77,celtic,1100.0,10,right,1.0,3.0,lm,2018,5.833333333,165.0,2200.0,20-30
221964,wu yake,27,china pr,65,67,changchun yatai fc,450.0,2,right,1.0,1.0,gk,2012,6.083333333,179.0,1000.0,20-30
221972,sun jie,26,china pr,66,70,changchun yatai fc,700.0,3,right,1.0,2.0,lcb,2010,6.25,194.0,1600.0,20-30
221976,jiang zhe,29,china pr,60,60,changchun yatai fc,160.0,2,right,1.0,2.0,rwb,2012,5.833333333,185.0,344.0,20-30
221978,li guang,27,china pr,58,60,changchun yatai fc,120.0,2,right,1.0,2.0,cdm,2012,5.75,163.0,267.0,20-30
222028,j. weigl,22,germany,79,84,borussia dortmund,14500.0,43,right,3.0,3.0,cdm,2015,6.083333333,159.0,25700.0,20-30
222134,t. hamed,29,egypt,67,67,,,0,right,1.0,2.0,ldm,2016,5.583333333,148.0,4585.060806,20-30
222156,j. bree,20,england,65,77,aston villa,850.0,3,right,1.0,2.0,rb,2017,5.833333333,163.0,1800.0,20-30
222224,p. anton,27,romania,70,73,,,0,right,1.0,2.0,ldm,2016,6.0,181.0,4585.060806,20-30
222226,v. bozhikov,30,bulgaria,68,68,,,0,left,1.0,2.0,lb,2016,6.083333333,176.0,4585.060806,20-30
222309,b. gómez,24,argentina,68,72,cd feirense,1200.0,5,right,1.0,3.0,rm,2018,5.666666667,150.0,2500.0,20-30
222352,a. ajeti,21,switzerland,74,81,fc basel 1893,8000.0,19,right,,3.0,st,2017,6.0,170.0,13600.0,20-30
222355,l. valzania,22,italy,69,78,atalanta,1600.0,11,right,1.0,3.0,cm,2015,6.0,170.0,3000.0,20-30
222368,a. miranchuk,22,russia,74,81,lokomotiv moscow,8000.0,1,right,1.0,3.0,cam,2012,6.0,159.0,18400.0,20-30
222391,j. minala,21,cameroon,70,76,lazio,2400.0,17,right,1.0,3.0,cm,2013,6.0,185.0,4600.0,20-30
222402,j. gulley,25,new zealand,61,64,,,0,right,1.0,2.0,rb,2016,5.75,154.0,4585.060806,20-30
222404,m. normann,22,norway,69,77,brighton & hove albion,1500.0,18,right,1.0,3.0,cm,2017,5.833333333,165.0,3200.0,20-30
222422,a. jakubiak,21,scotland,59,69,bristol rovers,260.0,1,right,1.0,2.0,st,2014,5.833333333,146.0,507.0,20-30
222466,josé carlos,22,spain,66,76,cd lugo,900.0,2,left,1.0,2.0,cb,2018,6.0,165.0,1600.0,20-30
222492,l. sané,22,germany,86,92,manchester city,61000.0,195,left,2.0,4.0,lw,2016,6.0,165.0,125100.0,20-30
222493,m. friedrich,22,germany,70,78,1. fc union berlin,2300.0,13,right,1.0,2.0,rcb,2018,6.333333333,172.0,4100.0,20-30
222501,t. castagne,22,belgium,71,78,atalanta,3300.0,14,right,1.0,3.0,lm,2017,6.083333333,176.0,6300.0,20-30
222509,dani ceballos,21,spain,81,88,real madrid,25000.0,120,right,1.0,4.0,lcm,2017,5.833333333,154.0,56300.0,20-30
222544,e. koulouris,22,greece,70,78,,,0,right,1.0,3.0,st,2016,6.083333333,181.0,4585.060806,20-30
222553,s. griesbeck,27,germany,70,70,1. fc heidenheim 1846,1500.0,7,right,1.0,2.0,ldm,2013,6.166666667,187.0,2300.0,20-30
222558,r. karsdorp,23,netherlands,75,80,roma,7500.0,39,right,1.0,3.0,rb,2017,6.0,176.0,13300.0,20-30
222576,pleguezuelo,21,spain,68,77,arsenal,1200.0,21,right,1.0,3.0,cb,2014,5.916666667,139.0,2500.0,20-30
222692,b. schmitz,23,germany,69,72,1. fc köln,1100.0,8,right,1.0,2.0,rcb,2018,6.0,165.0,1700.0,20-30
222714,c. lemonheigh-evans,21,wales,54,65,bristol city,120.0,5,right,1.0,2.0,st,2015,5.833333333,161.0,252.0,20-30
222737,malcom,21,brazil,82,89,fc barcelona,31500.0,140,left,2.0,4.0,rw,2018,5.666666667,163.0,70900.0,20-30
222775,t. pachonik,23,germany,71,77,carpi,2700.0,2,right,1.0,3.0,rb,2017,6.083333333,194.0,4800.0,20-30
222782,m. baghdadi,21,germany,59,67,bristol rovers,230.0,1,left,1.0,2.0,lm,2017,5.833333333,163.0,449.0,20-30
222922,j. hesketh,22,england,67,78,burton albion,1300.0,13,right,1.0,3.0,rm,2016,5.5,139.0,4585.060806,20-30
222973,m. diakota,27,france,64,64,as béziers,475.0,2,right,1.0,3.0,cm,2017,5.916666667,159.0,831.0,20-30
222987,h. yamaguchi,27,japan,71,72,cerezo osaka,2200.0,6,right,1.0,3.0,rcm,2016,5.666666667,159.0,3000.0,20-30
222993,y. kakitani,28,japan,70,70,cerezo osaka,1800.0,6,right,1.0,3.0,ls,2016,5.833333333,150.0,2300.0,20-30
223009,e. lancini,24,italy,66,71,brescia,725.0,1,right,1.0,2.0,cb,2013,6.166666667,174.0,1200.0,20-30
223010,l. morosini,22,italy,69,75,brescia,1400.0,2,right,1.0,3.0,cam,2018,5.75,154.0,2500.0,20-30
223030,a. kara,25,turkey,70,73,bursaspor,2200.0,10,right,1.0,3.0,ldm,2018,6.083333333,185.0,4600.0,20-30
223033,jorge meré,21,spain,77,83,1. fc köln,10500.0,15,right,1.0,2.0,cb,2017,6.0,176.0,17900.0,20-30
223052,j. narváez,27,ecuador,66,67,,,0,right,1.0,2.0,rb,2016,6.0,159.0,4585.060806,20-30
223056,álvaro bustos,23,spain,65,72,cf rayo majadahonda,750.0,3,left,1.0,3.0,lw,2016,5.666666667,154.0,4585.060806,20-30
223058,d. kuzyaev,25,russia,77,80,,,0,right,1.0,3.0,rm,2016,6.0,163.0,4585.060806,20-30
223080,h. dunk,27,england,61,61,cambridge united,260.0,3,left,1.0,2.0,lm,2011,6.0,161.0,455.0,20-30
223095,f. palacios martínez,23,spain,65,71,1. fc nürnberg,750.0,6,right,1.0,4.0,st,2018,5.583333333,143.0,1500.0,20-30
223105,n. oroz,24,argentina,65,70,cd o'higgins,725.0,5,left,1.0,3.0,rcm,2016,5.666666667,161.0,4585.060806,20-30
223136,y. erdoğan,25,turkey,71,72,bursaspor,2800.0,11,left,1.0,3.0,lm,2017,5.583333333,150.0,5800.0,20-30
223143,u. garcia,22,switzerland,65,72,bsc young boys,650.0,4,left,1.0,3.0,lb,2018,6.0,172.0,1100.0,20-30
223147,j. biada,25,germany,66,68,1. fc kaiserslautern,800.0,2,right,1.0,3.0,rs,2018,5.833333333,168.0,1200.0,20-30
223151,d. oberlin,20,switzerland,69,81,fc basel 1893,1900.0,10,right,1.0,4.0,st,2018,6.0,163.0,3200.0,20-30
223152,s. vilakazi,28,south africa,74,74,,,0,right,1.0,4.0,cm,2016,5.583333333,165.0,4585.060806,20-30
223175,o. kocuk,22,turkey,64,73,bursaspor,525.0,2,right,1.0,1.0,gk,2011,6.166666667,172.0,1200.0,20-30
223198,a. adnan,24,iraq,72,75,atalanta,3900.0,16,left,1.0,4.0,lm,2016,6.083333333,154.0,4585.060806,20-30
223207,a. lang,25,hungary,69,71,,,0,right,1.0,2.0,cb,2016,6.166666667,183.0,4585.060806,20-30
223208,z. kalmár,23,hungary,71,78,,,0,right,1.0,3.0,lcm,2016,6.083333333,172.0,4585.060806,20-30
223229,c. manea,20,romania,69,81,,,0,right,1.0,2.0,rb,2016,6.0,170.0,4585.060806,20-30
223273,m. pašalić,23,croatia,76,83,atalanta,10500.0,71,right,1.0,4.0,rcm,2016,6.166666667,183.0,4585.060806,20-30
223283,f. diedhiou,25,senegal,73,77,bristol city,5000.0,35,right,1.0,3.0,ls,2017,6.166666667,176.0,9900.0,20-30
223329,a. conti,24,italy,75,79,milan,8500.0,58,right,2.0,3.0,rm,2017,6.0,168.0,15100.0,20-30
223393,l. carillo,21,italy,61,68,brescia,300.0,2,left,1.0,2.0,cb,2016,6.166666667,165.0,4585.060806,20-30
223402,e. taşdemir,22,turkey,71,78,bursaspor,2800.0,9,left,1.0,3.0,lb,2014,5.75,154.0,6200.0,20-30
223427,l. jäger,24,austria,65,70,1. fc nürnberg,625.0,5,right,1.0,2.0,cdm,2017,6.0,163.0,1200.0,20-30
223441,o. sidibé,33,guinea,65,65,as béziers,220.0,2,right,1.0,2.0,rcb,2018,5.833333333,168.0,385.0,30-36
223537,e. berggreen,25,denmark,72,76,1. fsv mainz 05,4100.0,20,right,1.0,2.0,st,2016,6.333333333,196.0,7600.0,20-30
223550,j. omlin,24,switzerland,71,79,fc basel 1893,2600.0,10,right,1.0,1.0,gk,2018,6.166666667,176.0,4400.0,20-30
223579,ernest forgás,24,spain,62,66,cf reus deportiu,400.0,2,right,1.0,2.0,st,2017,6.166666667,161.0,650.0,20-30
223603,f. bredlow,23,germany,69,77,1. fc nürnberg,1200.0,7,left,1.0,1.0,gk,2017,6.25,198.0,2300.0,20-30
223607,luis ruiz,26,spain,65,68,cd lugo,550.0,2,left,1.0,2.0,lb,2017,5.916666667,161.0,921.0,20-30
223608,eraso,28,spain,76,76,cd leganés,8000.0,29,right,1.0,3.0,cam,2017,5.916666667,157.0,16800.0,20-30
223653,c. jopia,26,chile,65,66,cd huachipato,525.0,1,left,1.0,3.0,lb,2016,5.75,165.0,748.0,20-30
223665,f. ciampichetti,30,argentina,66,66,cd antofagasta,625.0,2,right,1.0,2.0,st,2016,6.083333333,187.0,844.0,20-30
223697,r. gosens,23,germany,72,77,atalanta,4200.0,16,left,1.0,3.0,lm,2017,6.0,168.0,7400.0,20-30
223760,a. singh,25,india,58,62,,,0,right,1.0,1.0,gk,2016,6.083333333,179.0,4585.060806,20-30
223763,s. jhingan,24,india,65,71,,,0,right,1.0,2.0,rcb,2016,6.166666667,163.0,4585.060806,20-30
223764,n. das,24,india,60,65,,,0,left,1.0,2.0,lb,2016,5.75,150.0,4585.060806,20-30
223765,r. bauer,23,germany,72,76,1. fc nürnberg,3400.0,15,right,1.0,2.0,rb,2016,6.0,168.0,4585.060806,20-30
223767,o. özdemir,23,turkey,64,70,1. fc kaiserslautern,525.0,1,right,1.0,2.0,cb,2018,6.166666667,185.0,866.0,20-30
223771,b. singh,31,india,58,58,,,0,right,1.0,2.0,st,2016,5.916666667,157.0,4585.060806,30-36
223810,g. maris,22,england,60,66,cambridge united,280.0,2,right,1.0,2.0,ldm,2016,5.916666667,165.0,546.0,20-30
223848,s. milinković-savić,23,serbia,85,90,lazio,50500.0,73,right,2.0,4.0,cm,2015,6.25,168.0,89600.0,20-30
223857,o. salinas,30,chile,68,68,cd everton de viña del mar,850.0,2,right,1.0,3.0,lw,2017,5.666666667,157.0,1100.0,20-30
223925,a. brunst,22,germany,65,74,1. fc magdeburg,625.0,3,right,1.0,1.0,gk,2017,6.416666667,194.0,1100.0,20-30
223934,b. yardımcı,25,turkey,68,70,bursaspor,900.0,6,right,1.0,3.0,rb,2017,5.75,157.0,1900.0,20-30
223959,l. torreira,22,uruguay,82,87,arsenal,25000.0,98,right,2.0,3.0,lcm,2018,5.5,141.0,49400.0,20-30
223963,c. humphreys-grant,19,england,62,77,manchester city,600.0,6,right,1.0,2.0,cb,2015,6.166666667,176.0,1500.0,до 20
223966,vítor bruno,28,portugal,70,70,cd feirense,1400.0,7,left,1.0,3.0,lb,2018,5.583333333,143.0,2900.0,20-30
223993,m. osei kwadwo,23,ghana,65,73,1. fc magdeburg,800.0,4,right,1.0,2.0,rm,2018,5.583333333,150.0,1400.0,20-30
224003,sergio herrera,25,spain,71,73,ca osasuna,2000.0,5,right,1.0,1.0,gk,2017,6.333333333,176.0,3400.0,20-30
224019,pedro chirivella,21,spain,66,75,liverpool,975.0,17,right,1.0,3.0,cm,2014,5.833333333,146.0,2000.0,20-30
224031,a. marušić,25,montenegro,78,79,lazio,,46,right,1.0,4.0,rm,2017,6.083333333,187.0,22200.0,20-30
224057,a. farías,30,argentina,72,72,cd palestino,2300.0,4,right,1.0,2.0,rcm,2018,5.833333333,154.0,3100.0,20-30
224134,a. márquez,26,chile,67,68,cd o'higgins,725.0,3,right,1.0,3.0,rb,2016,5.666666667,170.0,1000.0,20-30
224143,querol,29,spain,68,68,cf reus deportiu,875.0,4,right,1.0,3.0,rm,2016,6.0,165.0,1400.0,20-30
224165,j. huentelaf,29,chile,68,68,cd universidad de concepción,875.0,3,right,1.0,3.0,rw,2017,5.833333333,161.0,1200.0,20-30
224232,n. barella,21,italy,77,89,cagliari,15500.0,24,right,2.0,3.0,rcm,2014,5.666666667,150.0,29500.0,20-30
224251,r. zentner,23,germany,69,76,1. fsv mainz 05,1100.0,8,right,1.0,1.0,gk,2017,6.333333333,212.0,2200.0,20-30
224253,d. parker,22,germany,64,72,1. fsv mainz 05,675.0,5,right,1.0,3.0,lw,2014,5.75,146.0,1400.0,20-30
224258,k. ajer,20,norway,73,82,celtic,5500.0,26,right,1.0,3.0,cb,2016,6.416666667,207.0,11000.0,20-30
224323,b. touré,23,ivory coast,64,70,córdoba cf,600.0,2,right,1.0,2.0,cm,2018,5.583333333,134.0,1100.0,20-30
224327,s. leuko,24,cameroon,67,72,cd lugo,850.0,3,right,1.0,2.0,rb,2015,5.75,154.0,1400.0,20-30
224349,m. seidel,23,germany,60,69,1. fc magdeburg,240.0,1,right,1.0,1.0,gk,2017,6.083333333,181.0,420.0,20-30
224376,philipe sampaio,23,brazil,70,77,cd feirense,2100.0,6,right,1.0,2.0,cb,2018,6.25,183.0,4900.0,20-30
224425,m. wolf,23,germany,77,82,borussia dortmund,12000.0,41,right,2.0,3.0,rm,2018,6.166666667,181.0,21300.0,20-30
224455,a. arrighini,28,italy,67,67,carpi,800.0,2,right,1.0,2.0,ls,2018,5.916666667,165.0,1200.0,20-30
224462,tan tiancheng,27,china pr,63,64,changchun yatai fc,425.0,3,right,1.0,2.0,st,2018,5.833333333,154.0,946.0,20-30
224465,tong le,25,china pr,64,66,cd aves,550.0,3,right,1.0,2.0,cm,2018,5.75,150.0,1200.0,20-30
224470,he chao,23,china pr,66,71,changchun yatai fc,725.0,3,right,1.0,2.0,lcm,2016,5.833333333,170.0,1600.0,20-30
224488,f. soyalp,23,turkey,64,70,bursaspor,600.0,4,right,1.0,3.0,cm,2012,5.75,161.0,1300.0,20-30
224489,e. ersoy,21,turkey,70,80,bursaspor,2500.0,7,right,1.0,2.0,cb,2014,6.166666667,181.0,5500.0,20-30
224558,yu rui,25,china pr,67,71,changchun yatai fc,825.0,4,right,1.0,2.0,rcb,2017,6.083333333,168.0,1800.0,20-30
224584,jairo,24,spain,67,70,cádiz cf,975.0,8,left,1.0,3.0,lm,2016,5.416666667,148.0,4585.060806,20-30
224662,m. multhaup,21,germany,63,72,1. fc heidenheim 1846,575.0,2,right,1.0,3.0,rm,2018,5.75,157.0,1000.0,20-30
224673,zhang li,28,china pr,59,59,changchun yatai fc,150.0,2,right,1.0,2.0,rcm,2017,5.666666667,154.0,323.0,20-30
224763,k. bielik,20,poland,63,78,charlton athletic,725.0,10,right,1.0,2.0,cb,2016,6.166666667,172.0,4585.060806,20-30
224798,r. gall,23,united states,68,77,malmö ff,1400.0,3,right,1.0,3.0,cam,2018,5.75,154.0,2100.0,20-30
224819,r. huser,20,switzerland,54,71,fc basel 1893,150.0,3,right,1.0,2.0,cm,2018,5.916666667,154.0,319.0,20-30
224869,bustinza,26,spain,75,78,cd leganés,7000.0,24,right,1.0,2.0,rcb,2016,5.75,163.0,15200.0,20-30
224875,b. innocent,22,nigeria,66,77,malmö ff,975.0,2,right,1.0,3.0,cdm,2017,5.916666667,154.0,1500.0,20-30
224887,d. telford,21,england,61,70,bury,400.0,2,left,1.0,2.0,st,2018,5.75,159.0,780.0,20-30
224894,álex mozo,23,spain,61,70,cd leganés,375.0,4,right,1.0,3.0,cm,2016,5.416666667,137.0,863.0,20-30
224895,f. serraiocco,24,italy,59,63,carpi,140.0,1,right,1.0,1.0,gk,2017,6.25,183.0,228.0,20-30
224900,a. silbeira,22,paraguay,72,72,,,0,right,1.0,1.0,gk,2016,6.25,207.0,4585.060806,20-30
224909,p. aguedar,30,paraguay,74,74,,,0,right,1.0,2.0,lcb,2016,6.0,181.0,4585.060806,20-30
224930,a. sabbione,26,italy,65,66,carpi,625.0,1,right,1.0,2.0,rcm,2014,6.166666667,174.0,1000.0,20-30
224933,k. lasagna,25,italy,77,80,udinese,11500.0,29,left,2.0,3.0,st,2017,6.083333333,176.0,21600.0,20-30
224947,d. grimshaw,20,england,54,68,manchester city,120.0,6,right,1.0,1.0,gk,2016,6.083333333,170.0,297.0,20-30
224953,andré moreira,22,portugal,71,80,aston villa,2800.0,17,right,1.0,1.0,gk,2016,6.333333333,185.0,4585.060806,20-30
224980,m. busch,23,germany,67,72,1. fc heidenheim 1846,850.0,4,right,1.0,3.0,rb,2017,6.0,176.0,1400.0,20-30
224981,grego sierra,25,spain,65,70,cd numancia,700.0,3,left,1.0,2.0,cm,2017,6.083333333,179.0,1200.0,20-30
224986,jesús valentín,26,spain,68,71,córdoba cf,925.0,4,right,1.0,2.0,cb,2018,6.083333333,174.0,1500.0,20-30
225016,g. di noia,23,italy,65,71,carpi,725.0,4,left,1.0,3.0,cm,2016,5.916666667,159.0,4585.060806,20-30
225018,f. andone,25,romania,77,81,brighton & hove albion,11500.0,49,right,2.0,3.0,st,2018,5.916666667,172.0,22700.0,20-30
225100,j. gomez,21,england,78,88,liverpool,14500.0,61,right,1.0,3.0,cb,2015,6.166666667,170.0,30500.0,20-30
225105,cristo gonzález,20,spain,66,78,real madrid,1200.0,26,right,1.0,3.0,st,2017,5.833333333,163.0,2600.0,20-30
225106,jorge sáenz,21,spain,70,80,cd tenerife,2500.0,4,right,1.0,2.0,rcb,2014,6.333333333,165.0,4500.0,20-30
225144,p. tau,24,south africa,75,81,,,0,right,1.0,4.0,rw,2016,5.5,143.0,4585.060806,20-30
225151,a. traoré,23,mali,72,77,as monaco,4100.0,35,left,1.0,3.0,cm,2015,5.916666667,159.0,8100.0,20-30
225161,vallejo,21,spain,78,86,real madrid,13500.0,81,right,1.0,2.0,cb,2015,6.0,174.0,30400.0,20-30
225168,v. jacob,24,france,65,70,chamois niortais football club,725.0,2,right,1.0,3.0,cam,2018,5.583333333,148.0,1300.0,20-30
225174,d. louiserre,23,france,68,73,chamois niortais football club,1000.0,3,right,1.0,3.0,rdm,2018,5.666666667,141.0,1900.0,20-30
225199,v. koziello,22,france,76,82,1. fc köln,10500.0,19,right,2.0,4.0,cm,2018,5.5,128.0,17900.0,20-30
225200,kike barja,21,spain,68,75,ca osasuna,1300.0,3,right,1.0,3.0,rm,2014,5.833333333,152.0,2300.0,20-30
225213,g. singh sandhu,26,india,63,68,,,0,right,1.0,1.0,gk,2016,6.333333333,198.0,4585.060806,20-30
225258,borja,21,spain,66,74,cd lugo,825.0,2,right,1.0,2.0,rb,2018,5.75,148.0,1500.0,20-30
225261,sergio gil,22,spain,66,74,cd lugo,825.0,2,left,1.0,3.0,cdm,2016,6.0,150.0,1500.0,20-30
225280,d. mitov,21,bulgaria,56,63,cambridge united,90.0,1,right,1.0,1.0,gk,2017,6.166666667,168.0,176.0,20-30
225294,edson farias,26,brazil,70,71,cd feirense,2100.0,7,right,1.0,3.0,rb,2017,5.75,148.0,4500.0,20-30
225316,j. hendry,23,scotland,67,74,celtic,925.0,13,right,1.0,2.0,cb,2018,6.333333333,179.0,1900.0,20-30
225336,e. binaku,22,albania,62,70,malmö ff,375.0,1,right,,,lb,2016,5.946771114,165.9791288,4585.060806,20-30
225341,david garcía,24,spain,68,73,ca osasuna,1000.0,4,right,1.0,2.0,cb,2013,6.083333333,159.0,1700.0,20-30
225364,w. miller,22,england,62,71,burton albion,475.0,2,right,1.0,2.0,lm,2017,5.5,146.0,926.0,20-30
225387,l. page,22,england,66,75,charlton athletic,850.0,3,left,1.0,2.0,lb,2017,5.833333333,159.0,1700.0,20-30
225395,ezkieta,21,spain,63,75,fc barcelona,525.0,10,right,1.0,1.0,gk,2015,6.333333333,172.0,1200.0,20-30
225426,arana,21,brazil,74,82,sevilla fc,7000.0,10,left,1.0,3.0,lb,2018,5.75,150.0,16100.0,20-30
225439,r. mandragora,21,italy,75,85,udinese,10500.0,18,left,1.0,3.0,lcm,2018,6.0,168.0,21000.0,20-30
225489,f. schram,23,iceland,56,66,,,0,right,1.0,1.0,gk,2016,6.416666667,187.0,4585.060806,20-30
225508,e. bailly,24,ivory coast,81,87,manchester united,21000.0,105,right,2.0,2.0,cb,2016,6.083333333,170.0,43100.0,20-30
225539,d. solanke,20,england,70,84,liverpool,3900.0,37,right,1.0,3.0,st,2017,6.166666667,176.0,9900.0,20-30
225543,b. collins,21,england,61,70,burton albion,300.0,1,right,1.0,1.0,gk,2014,6.0,152.0,585.0,20-30
225557,r. poole,20,wales,64,75,manchester united,675.0,13,right,1.0,2.0,cb,2015,5.916666667,163.0,1400.0,20-30
